x,y,Z,id,index,OBJECTID,Type,Shape_Le,Area_ft2,Update_Y,PARID,No_of_PARID,No. of housing units,VALUEYEA,FINALFULLB,LANDUSECOD,LANDUSEDES,YEARBUIL,BASEMENT,STORYHEIGHT,HEATEDSQUA,STRUCTURES1,STRUCTURET,HAZUS,type,STRUCTURES
77.47546658,34.4670057,0,134,132,17490,Building New,139.3080363,1129.148791,2016,41849,1,1,2021,222280,1,Residential,2012,NONE,2,1632,Beach House,ALUMINUM/VINYL, A30,A30,Beach House
77.47533309,34.46707189,0,135,133,17491,Building New,146.7211743,1179.162933,2016,32725,1,1,2021,223240,1,Residential,2011,NONE,2,1872,Beach House,ALUMINUM/VINYL, A22,A22,Beach House
77.47492688,34.46721435,0,136,134,17494,Building New,141.9452676,1094.41056,2016,33695,1,1,2021,204430,1,Residential,2011,NONE,2,1408,Beach House,ALUMINUM/VINYL, A30,A30,Beach House
77.47468416,34.46747684,0,137,135,17496,Building New,155.2131271,1332.1354,2016,435,1,1,2021,249160,1,Residential,2015,NONE,2,1632,Beach House,ALUMINUM/VINYL,A18,A18,Beach House
77.47394496,34.46784691,0,138,136,17497,Building New,147.9223018,1250.482723,2016,19673,1,1,2021,229390,1,Residential,2013,NONE,2,1632,Beach House,ALUMINUM/VINYL,A18,A18,Beach House
77.47348914,34.46792501,0,139,137,17498,Building New,136.9230184,1088.449924,2016,21010,1,1,2021,267310,1,Residential,2015,NONE,2,1728,Beach House,ALUMINUM/VINYL, A22,A22,Beach House
77.47359641,34.46801893,0,140,138,17499,Building New,137.4650294,1091.254156,2016,1879,1,1,2021,233070,1,Residential,2013,NONE,2,1632,Beach House,ALUMINUM/VINYL, A30,A30,Beach House
77.47221261,34.4687133,0,141,139,17502,Building New,138.825711,1130.284788,2016,11704,1,1,2021,229910,1,Residential,2014,NONE,2,1632,Beach House,ALUMINUM/VINYL, A26,A26,Beach House
77.4723063,34.46882473,0,142,140,17503,Building New,123.4688528,917.9354194,2016,34966,1,1,2021,202130,1,Residential,2009,NONE,2,1600,Beach House,ALUMINUM/VINYL,A18,A18,Beach House
77.47155291,34.46904107,0,143,141,17504,Building New,146.4461317,1241.554404,2016,6440,1,1,2021,288770,1,Residential,2008,NONE,2,1711,Beach House,ALUMINUM/VINYL, A30,A30,Beach House
77.47215076,34.46925749,0,144,142,17505,Building New,139.6673197,1142.450419,2016,37523,1,1,2021,407300,12,Waterfront Sound,2019,NONE,3,2458,Beach House,ALUMINUM/VINYL, A26,A26,Beach House
77.4704647,34.46943564,0,145,143,17507,Building New,146.146313,1147.700359,2016,18002,1,1,2021,327170,1,Residential,2010,NONE,3,2716,Beach House,ALUMINUM/VINYL, A30,A30,Beach House
77.46877371,34.46962831,0,146,144,17508,Building New,154.3157896,1420.602698,2016,7310,1,1,2021,244210,1,Residential,2012,NONE,2,2117,Beach House,ALUMINUM/VINYL,A18,A18,Beach House
77.47166242,34.46965993,0,147,145,17509,Building New,180.563213,1850.700387,2016,37525,1,1,2021,269290,12,Waterfront Sound,2009,NONE,2,2400,Beach House,ALUMINUM/VINYL, A26,A26,Beach House
77.47027009,34.46984209,0,148,146,17511,Building New,139.5235913,1140.970476,2016,15245,1,1,2021,232540,1,Residential,2013,NONE,2,1632,Beach House,ALUMINUM/VINYL,A18,A18,Beach House
77.46950388,34.47007049,0,149,147,17515,Building New,153.1916098,1425.856833,2016,25738,1,1,2021,313490,1,Residential,2007,PART,2,2185,Beach House,ALUMINUM/VINYL, A30,A30,Beach House
77.46815269,34.47008288,0,150,148,17517,Building New,141.4865923,1162.919402,2016,3418,1,1,2021,304560,1,Residential,2013,PART,2,2005,Beach House,ALUMINUM/VINYL, A30,A30,Beach House
77.46873775,34.47029457,0,151,149,17518,Building New,140.639419,1154.478217,2016,17160,1,1,2021,294370,1,Residential,2015,NONE,3,2130,Beach House,ALUMINUM/VINYL, A22,A22,Beach House
77.56980826,34.4716466,0,152,150,17521,Building New,241.0949734,2519.850781,2016,61475,1,2,2021,82310,21,Building Site Off-Road,2006,NONE,1,2108,Multi-Section MH,ALUMINUM/VINYL,B3,B3,Multi-Section MH
77.46596285,34.47075073,0,153,151,17524,Building New,150.6321143,1316.066887,2016,8940,1,1,2021,106800,16,Waterview,1973,PART,1,1110,Beach House,ALUMINUM/VINYL, A50,A50,Beach House
77.46735374,34.47098431,0,155,152,17528,Building New,149.2882574,1317.263048,2016,23652,1,1,2021,231470,1,Residential,2010,NONE,2,1876,Beach House,ALUMINUM/VINYL, A30,A30,Beach House
77.46716966,34.47110913,0,157,153,17530,Building New,130.9507775,1011.274367,2016,29044,1,1,2021,200300,1,Residential,2011,NONE,2,1512,Beach House,ALUMINUM/VINYL, A22,A22,Beach House
77.46702291,34.47122074,0,158,154,17533,Building New,169.0737929,1496.092711,2016,29043,1,1,2021,158810,1,Residential,2012,NONE,1,1252,Beach House,ALUMINUM/VINYL, A86,A86,Beach House
77.56390013,34.47291811,0,166,155,17557,Building New,206.5424514,1976.595459,2016,75984,1,1,2021,119190,1,Residential,2010,NONE,1,1296,Single Family,Aluminum/Vinyl, A94,A94,Single Family
77.5641016,34.47302321,0,170,156,17568,Building New,196.6906529,2073.40562,2016,75983,1,1,2021,134220,1,Residential,2010,NONE,1,1544,Single Family,Aluminum/Vinyl, A98,A98,Single Family
77.56427247,34.47313696,0,175,157,17578,Building New,231.8367346,2351.327611,2016,75982,1,1,2021,139050,1,Residential,2010,NONE,1,1578,Single Family,Aluminum/Vinyl, A74,A74,Single Family
77.56963303,34.47327468,0,181,158,17587,Building New,208.9735205,1957.734913,2016,4716,1,1,2021,33820,21,Building Site Off-Road,1996,NONE,1,1285,Singlewide M/H,SIDING ON SHEATHING,B3,B3,Singlewide M/H
77.56444074,34.47327258,0,183,159,17593,Building New,207.3434666,2015.816087,2016,75981,1,1,2021,118330,1,Residential,2010,NONE,1,1296,Single Family,Aluminum/Vinyl,A2,A2,Single Family
77.56180201,34.47326416,0,186,160,17596,Building New,207.2713313,1937.255941,2016,67180,1,1,2021,113210,1,Residential,2006,NONE,1,1364,Single Family,Aluminum/Vinyl, A106,A106,Single Family
77.5616157,34.47331491,0,188,161,17600,Building New,183.4160679,1781.168555,2016,67179,1,1,2021,108670,1,Residential,2006,NONE,1,1266,Single Family,Aluminum/Vinyl, A78,A78,Single Family
77.56372375,34.47335779,0,191,162,17605,Building New,208.1754848,2179.670789,2016,75985,1,1,2021,129040,1,Residential,2010,NONE,1,1460,Single Family,Aluminum/Vinyl,A2,A2,Single Family
77.56458237,34.47338525,0,192,163,17607,Building New,219.238573,2241.063048,2016,75980,1,1,2021,134680,1,Residential,2010,NONE,1,1504,Single Family,Aluminum/Vinyl, A90,A90,Single Family
77.56144858,34.47338867,0,194,164,17612,Building New,182.0041093,1666.966279,2016,67178,1,1,2021,101020,1,Residential,2006,NONE,1,1145,Single Family,Aluminum/Vinyl, A62,A62,Single Family
77.46343796,34.47223417,0,198,165,17618,Building New,172.676793,1830.503399,2016,820,1,1,2021,641930,15,Waterfront Ocean,2008,PART,3,4154,Beach House,HARD BOARD (HARDY BOARD), A22,A22,Beach House
77.56391436,34.47347349,0,199,166,17620,Building New,248.7881162,2580.796407,2016,75986,1,1,2021,141690,1,Residential,2010,NONE,1,1578,Single Family,Aluminum/Vinyl, A98,A98,Single Family
77.56126871,34.47346466,0,200,167,17622,Building New,190.0423819,1888.795983,2016,67177,1,1,2021,111560,1,Residential,2006,NONE,1,1266,Single Family,Aluminum/Vinyl, A6,A6,Single Family
77.56473177,34.47352224,0,203,168,17626,Building New,194.0202368,2083.407524,2016,75979,1,1,2021,123960,1,Residential,2010,NONE,1,1372,Single Family,Aluminum/Vinyl, A86,A86,Single Family
77.56323788,34.47354156,0,204,169,17630,Building New,185.6079039,1824.007195,2016,70635,1,1,2021,113160,1,Residential,2007,NONE,1,1264,Single Family,Aluminum/Vinyl, A110,A110,Single Family
77.46541329,34.4723536,0,206,170,17633,Building New,254.2611499,2834.445284,2016,54884,1,1,2021,321050,6,Waterfront River/Creek,2010,NONE,1,2038,Beach House,HARD BOARD (HARDY BOARD), A74,A74,Beach House
77.56407782,34.47358088,0,209,171,17637,Building New,193.2629168,2083.969909,2016,75987,1,1,2021,123890,1,Residential,2010,NONE,1,1372,Single Family,Aluminum/Vinyl, A66,A66,Single Family
77.5611155,34.47357191,0,211,172,17639,Building New,181.4161028,1708.233205,2016,67176,1,1,2021,101490,1,Residential,2006,NONE,1,1145,Single Family,Aluminum/Vinyl, A74,A74,Single Family
77.5648824,34.47363966,0,212,173,17641,Building New,186.1955205,1907.651221,2016,75978,1,1,2021,113440,1,Residential,2010,NONE,1,1190,Single Family,Aluminum/Vinyl, A82,A82,Single Family
77.46315672,34.47240267,0,215,174,17646,Building New,157.8492972,1533.695728,2016,4736,1,1,2021,534360,15,Waterfront Ocean,2010,NONE,3,3769,Beach House,HARD BOARD (HARDY BOARD),A18,A18,Beach House
77.56335828,34.47370294,0,218,175,17654,Building New,182.0966448,1725.214086,2016,70634,1,1,2021,101020,1,Residential,2006,NONE,1,1145,Single Family,Aluminum/Vinyl, A102,A102,Single Family
77.56097788,34.47367683,0,220,176,17657,Building New,180.3230208,1690.528607,2016,67175,1,1,2021,101020,1,Residential,2006,NONE,1,1145,Single Family,Aluminum/Vinyl, A10,A10,Single Family
77.56422771,34.47371362,0,221,177,17658,Building New,188.0912794,1842.129539,2016,75988,1,1,2021,115010,1,Residential,2010,NONE,1,1240,Single Family,Aluminum/Vinyl, A94,A94,Single Family
77.56271204,34.47370206,0,223,178,17660,Building New,216.6347025,2165.643379,2016,70636,1,1,2021,129620,1,Residential,2007,NONE,1,1506,Single Family,Aluminum/Vinyl, A14,A14,Single Family
77.56504306,34.47376149,0,226,179,17663,Building New,232.0316494,2360.264339,2016,75977,1,1,2021,139980,1,Residential,2010,NONE,1,1578,Single Family,Aluminum/Vinyl, A10,A10,Single Family
77.56083005,34.47378705,0,229,180,17674,Building New,205.1877623,1712.950123,2016,67174,1,1,2021,102420,1,Residential,2006,NONE,1,1162,Single Family,Aluminum/Vinyl, A14,A14,Single Family
77.56350188,34.47381887,0,230,181,17675,Building New,189.3039601,1861.663058,2016,70633,1,1,2021,111290,1,Residential,2006,NONE,1,1266,Single Family,Aluminum/Vinyl, A10,A10,Single Family
77.56438605,34.47383434,0,231,182,17676,Building New,204.6547273,2145.65866,2016,75989,1,1,2021,129550,1,Residential,2010,NONE,1,1460,Single Family,Aluminum/Vinyl, A78,A78,Single Family
77.56157768,34.47382031,0,233,183,17679,Building New,194.2011768,1991.558383,2016,67181,1,1,2021,111690,1,Residential,2006,NONE,1,1264,Single Family,Aluminum/Vinyl, A106,A106,Single Family
77.5628479,34.47386462,0,234,184,17682,Building New,189.8281043,1905.527268,2016,70637,1,1,2021,112140,1,Residential,2007,NONE,1,1240,Single Family,Aluminum/Vinyl, A50,A50,Single Family
77.56519857,34.47388565,0,235,185,17683,Building New,218.7690766,2232.675086,2016,75976,1,1,2021,134680,1,Residential,2010,NONE,1,1504,Single Family,Aluminum/Vinyl, A98,A98,Single Family
77.56139787,34.47392251,0,237,186,17692,Building New,188.2347174,1817.221159,2016,67182,1,1,2021,111690,1,Residential,2006,NONE,1,1264,Single Family,Aluminum/Vinyl, A70,A70,Single Family
77.56069272,34.47391288,0,238,187,17693,Building New,188.2715724,1882.206423,2016,67173,1,1,2021,112520,1,Residential,2006,NONE,1,1264,Single Family,Aluminum/Vinyl, A58,A58,Single Family
77.56454196,34.47395612,0,239,188,17694,Building New,198.8227877,2121.544918,2016,75990,1,1,2021,144120,1,Residential,2010,NONE,1,1674,Single Family,Aluminum/Vinyl, A50,A50,Single Family
77.56363526,34.47395053,0,240,189,17696,Building New,186.7518619,1799.183902,2016,70632,1,1,2021,111690,1,Residential,2006,NONE,1,1264,Single Family,Aluminum/Vinyl, A78,A78,Single Family
77.56535267,34.4740219,0,242,190,17698,Building New,185.3850712,1897.803747,2016,75975,1,1,2021,113440,1,Residential,2010,NONE,1,1190,Single Family,Aluminum/Vinyl, A82,A82,Single Family
77.56297663,34.47401492,0,245,191,17701,Building New,193.1241363,2096.188718,2016,70638,1,1,2021,126070,1,Residential,2007,NONE,1,1434,Single Family,Aluminum/Vinyl, A70,A70,Single Family
77.56056666,34.47403888,0,248,192,17706,Building New,164.3206045,1515.561096,2016,67172,1,1,2021,94070,1,Residential,2006,NONE,1,1028,Single Family,Aluminum/Vinyl, A58,A58,Single Family
77.56469344,34.47408049,0,249,193,17707,Building New,194.5070446,2111.184646,2016,75991,1,1,2021,124110,1,Residential,2010,NONE,1,1372,Single Family,Aluminum/Vinyl, A58,A58,Single Family
77.56125247,34.47404336,0,250,194,17708,Building New,185.9909954,1829.718519,2016,67183,1,1,2021,111690,1,Residential,2006,NONE,1,1264,Single Family,Aluminum/Vinyl, A10,A10,Single Family
77.56376541,34.4740885,0,251,195,17710,Building New,163.1674934,1491.756514,2016,70631,1,1,2021,94750,1,Residential,2006,NONE,1,1028,Single Family,Aluminum/Vinyl,A2,A2,Single Family
77.46228836,34.47280985,0,252,196,17713,Building New,248.7971595,3022.098301,2016,24572,1,1,2021,532770,15,Waterfront Ocean,1999,NONE,2,3760,Beach House,ALUMINUM/VINYL, A26,A26,Beach House
77.56312486,34.47412388,0,253,197,17717,Building New,202.9685799,1686.199814,2016,70639,1,1,2021,104540,1,Residential,2007,NONE,1,1162,Single Family,Aluminum/Vinyl, A78,A78,Single Family
77.56550278,34.47414338,0,254,198,17718,Building New,205.8076269,2151.032398,2016,75974,1,1,2021,128950,1,Residential,2010,NONE,1,1460,Single Family,Aluminum/Vinyl, A102,A102,Single Family
77.56041359,34.47414179,0,255,199,17727,Building New,203.6506067,1711.260438,2016,67171,1,1,2021,102420,1,Residential,2006,NONE,1,1162,Single Family,Aluminum/Vinyl, A50,A50,Single Family
77.56485013,34.47421136,0,257,200,17731,Building New,184.8008916,1850.266847,2016,75992,1,1,2021,113440,1,Residential,2010,NONE,1,1190,Single Family,Aluminum/Vinyl, A70,A70,Single Family
77.56390675,34.47420141,0,258,201,17732,Building New,179.4359952,1658.185361,2016,70630,1,1,2021,101020,1,Residential,2006,NONE,1,1145,Single Family,Aluminum/Vinyl, A14,A14,Single Family
77.56112063,34.47416244,0,259,202,17734,Building New,206.9301109,1906.31334,2016,67184,1,1,2021,113210,1,Residential,2006,NONE,1,1364,Single Family,Aluminum/Vinyl, A10,A10,Single Family
77.56565257,34.4742643,0,261,203,17738,Building New,186.5175453,1910.269461,2016,75973,1,1,2021,113440,1,Residential,2010,NONE,1,1190,Single Family,Aluminum/Vinyl, A110,A110,Single Family
77.56325815,34.47425694,0,263,204,17746,Building New,221.9003234,2224.672412,2016,70640,1,1,2021,129830,1,Residential,2007,NONE,1,1506,Single Family,Aluminum/Vinyl,A2,A2,Single Family
77.56026693,34.47426176,0,265,205,17750,Building New,188.8470985,1842.953888,2016,67170,1,1,2021,111290,1,Residential,2006,NONE,1,1266,Single Family,Aluminum/Vinyl, A94,A94,Single Family
77.56500697,34.47433221,0,267,206,17753,Building New,196.9723346,2108.93496,2016,75993,1,1,2021,144080,1,Residential,2010,NONE,1,1674,Single Family,Aluminum/Vinyl, A86,A86,Single Family
77.56405352,34.47432534,0,268,207,17755,Building New,214.8199025,2107.597626,2016,70629,1,1,2021,112320,1,Residential,2006,NONE,1,1264,Single Family,Aluminum/Vinyl,A2,A2,Single Family
77.51198759,34.473689,0,269,208,17756,Building New,217.6915874,2204.814181,2016,158519,1,1,2021,129460,1,Residential,2014,NONE,1,1382,Single Family,Aluminum/Vinyl, A94,A94,Single Family
77.56581048,34.47439588,0,271,209,17760,Building New,192.4711852,2027.378449,2016,75972,1,1,2021,125140,1,Residential,2011,NONE,1,1372,Single Family,Aluminum/Vinyl, A14,A14,Single Family
77.5608764,34.47435745,0,273,210,17763,Building New,183.8130463,1679.748295,2016,67186,1,1,2021,101020,1,Residential,2006,NONE,1,1145,Single Family,Aluminum/Vinyl, A98,A98,Single Family
77.56341977,34.4743771,0,274,211,17764,Building New,180.9452898,1715.719498,2016,70641,1,1,2021,103310,1,Residential,2007,NONE,1,1145,Single Family,Aluminum/Vinyl, A70,A70,Single Family
77.560136,34.47438562,0,278,212,17772,Building New,186.2393675,1834.439111,2016,67169,1,1,2021,111690,1,Residential,2006,NONE,1,1264,Single Family,Aluminum/Vinyl, A62,A62,Single Family
77.5651604,34.47446157,0,279,213,17773,Building New,186.2374093,1887.769406,2016,75994,1,1,2021,113440,1,Residential,2010,NONE,1,1190,Single Family,Aluminum/Vinyl, A62,A62,Single Family
77.5641949,34.4744526,0,280,214,17774,Building New,204.9339214,1912.18002,2016,70628,1,1,2021,116270,1,Residential,2007,NONE,1,1364,Single Family,Aluminum/Vinyl, A90,A90,Single Family
77.51181589,34.4738275,0,281,215,17776,Building New,219.9376331,2302.296412,2016,158520,1,1,2021,125110,1,Residential,2014,NONE,1,1335,Single Family,Aluminum/Vinyl, A98,A98,Single Family
77.5635368,34.47449863,0,283,216,17778,Building New,188.7975912,1865.724972,2016,70642,1,1,2021,111110,1,Residential,2007,NONE,1,1240,Single Family,Aluminum/Vinyl, A58,A58,Single Family
77.56597348,34.4745145,0,285,217,17782,Building New,227.7968447,2360.209592,2016,75971,1,1,2021,137860,1,Residential,2011,NONE,1,1578,Single Family,Aluminum/Vinyl, A94,A94,Single Family
77.56075685,34.47447386,0,286,218,17783,Building New,191.2350413,1899.911842,2016,67187,1,1,2021,111290,1,Residential,2006,NONE,1,1266,Single Family,Aluminum/Vinyl, A58,A58,Single Family
77.56001102,34.47451011,0,288,219,17787,Building New,165.4033443,1530.424251,2016,67168,1,1,2021,94070,1,Residential,2006,NONE,1,1028,Single Family,Aluminum/Vinyl, A102,A102,Single Family
77.56531041,34.47457948,0,289,220,17792,Building New,191.8507153,2004.799637,2016,75995,1,1,2021,123210,1,Residential,2010,NONE,1,1352,Single Family,Aluminum/Vinyl, A110,A110,Single Family
77.56433465,34.47457358,0,290,221,17793,Building New,188.521981,1856.573221,2016,70627,1,1,2021,111790,1,Residential,2006,NONE,1,1266,Single Family,Aluminum/Vinyl, A90,A90,Single Family
77.56611398,34.47464765,0,291,222,17797,Building New,160.7860051,1615.366072,2016,75970,1,1,2021,176230,1,Residential,2011,NONE,2,2188,Single Family,Aluminum/Vinyl, A30,A30,Single Family
77.56061432,34.47457703,0,292,223,17799,Building New,182.0374434,1660.446922,2016,67188,1,1,2021,101020,1,Residential,2006,NONE,1,1145,Single Family,Aluminum/Vinyl, A10,A10,Single Family
77.56368692,34.47463466,0,293,224,17800,Building New,188.4478027,1850.725114,2016,70643,1,1,2021,111430,1,Residential,2007,NONE,1,1240,Single Family,Aluminum/Vinyl, A98,A98,Single Family
77.51231359,34.47401866,0,294,225,17804,Building New,182.1650563,1684.379464,2016,158518,1,1,2021,173350,1,Residential,2014,NONE,2,2072,Single Family,Aluminum/Vinyl,A18,A18,Single Family
77.56546988,34.47472292,0,296,226,17811,Building New,207.6071029,2012.452181,2016,75996,1,1,2021,118330,1,Residential,2010,NONE,1,1296,Single Family,Aluminum/Vinyl, A98,A98,Single Family
77.56446649,34.47471747,0,297,227,17812,Building New,193.0133976,1912.077534,2016,70626,1,1,2021,113390,1,Residential,2007,NONE,1,1224,Single Family,Aluminum/Vinyl, A106,A106,Single Family
77.56627641,34.47477284,0,298,228,17815,Building New,167.122242,1398.425903,2016,75969,1,1,2021,163820,1,Residential,2011,NONE,2,1978,Single Family,Aluminum/Vinyl, A26,A26,Single Family
77.51147762,34.47410735,0,299,229,17817,Building New,208.862193,2186.129927,2016,158521,1,1,2021,130670,1,Residential,2014,NONE,1,1391,Single Family,Aluminum/Vinyl, A98,A98,Single Family
77.56383173,34.47475575,0,300,230,17818,Building New,187.3011089,1866.209842,2016,70644,1,1,2021,114520,1,Residential,2007,NONE,1,1264,Single Family,Aluminum/Vinyl, A70,A70,Single Family
77.56198609,34.47473786,0,301,231,17819,Building New,202.91555,2387.973093,2016,72273,1,1,2021,146330,1,Residential,2010,NONE,1,1701,Single Family,Aluminum/Vinyl, A58,A58,Single Family
77.561749,34.47474637,0,302,232,17820,Building New,248.3849816,2647.232382,2016,72274,1,1,2021,154390,1,Residential,2010,NONE,1,1832,Single Family,Aluminum/Vinyl, A14,A14,Single Family
77.56221796,34.47476339,0,304,233,17824,Building New,219.6033506,2494.991061,2016,72272,1,1,2021,149290,1,Residential,2010,NONE,1,1728,Single Family,Aluminum/Vinyl, A102,A102,Single Family
77.51246753,34.47419344,0,305,234,17826,Building New,173.8827631,1547.142596,2016,158517,1,1,2021,165170,1,Residential,2014,NONE,2,2024,Single Family,Aluminum/Vinyl,A18,A18,Single Family
77.56561498,34.47484137,0,307,235,17828,Building New,220.9335251,2295.548134,2016,75997,1,1,2021,140540,1,Residential,2011,NONE,1,1578,Single Family,Aluminum/Vinyl, A62,A62,Single Family
77.56153716,34.47478977,0,308,236,17829,Building New,206.8579873,2410.799097,2016,72275,1,1,2021,143020,1,Residential,2010,NONE,1,1680,Single Family,Aluminum/Vinyl, A94,A94,Single Family
77.56243156,34.47482722,0,309,237,17830,Building New,238.528771,2467.653928,2016,72271,1,1,2021,153750,1,Residential,2010,NONE,1,1832,Single Family,Aluminum/Vinyl, A6,A6,Single Family
77.56642393,34.47489767,0,310,238,17831,Building New,160.9790139,1616.496644,2016,75968,1,1,2021,176230,1,Residential,2011,NONE,2,2188,Single Family,Aluminum/Vinyl,A18,A18,Single Family
77.51130826,34.47423739,0,312,239,17837,Building New,191.3486455,2167.810789,2016,158522,1,1,2021,130520,1,Residential,2015,NONE,1,1436,Single Family,Aluminum/Vinyl, A6,A6,Single Family
